source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task,rev_task,Ad_Rob_Imp,Res_Decon,Direct_App
Web of Science,WOS:001701272600179,10.1109/CASE58245.2025.11164159,Proceedings Paper,Decoding RobKiNet: Insights into Efficient Training of Robotic Kinematics Informed Neural Network,"Peng, Yanlong; Wang, Zhigang; He, Ziwen; Chang, Pengxu; Zhou, Chuangchuang; Yan, Yu; Chen, Ming",2025,,author_keywords=[],,"2025 IEEE 21ST INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING, CASE",,wos_dec_rob,wos_dec_rob,1,1,1
Web of Science,WOS:001701272600181,10.1109/CASE58245.2025.11163830,Proceedings Paper,Embodied Intelligence in Disassembly: Multimodal Perception Cross-valiation and Continual Learning in Neuro-Symbolic TAMP,"He, Ziwen; Wang, Zhigang; Peng, Yanlong; Chang, Pengxu; Yang, Hong; Chen, Ming",2025,,author_keywords=[],,"2025 IEEE 21ST INTERNATIONAL CONFERENCE ON AUTOMATION SCIENCE AND ENGINEERING, CASE",,wos_dec_rob,wos_dec_rob,1,0,1
Web of Science,WOS:001720768000001,10.1016/j.bspc.2026.110067,Article,Single-lead ECG during paced breathing enables multidimensional assessment of Parkinson's disease,"Deng, Lixing; Tong, Xingwu; Yao, Yihao; Wang, Kuixu; Zheng, Huifen; Peng, Chung-Kang; Cui, Xingran",2026,,"author_keywords=[""Parkinson's disease"", 'Single-lead ECG', 'Paced breathing', 'Cardiorespiratory']",,BIOMEDICAL SIGNAL PROCESSING AND CONTROL,,wos_dec_rob,wos_dec_rob,0,0,0
Web of Science,WOS:001715759500006,10.15366/relacionesinternacionales2026.61.005,Article,The anthropocentric fault line of the Anthropocene: speciesism as International Relations' blind spot,"Garcia, Jorge Morte",2026,,"author_keywords=['Anthropocene', 'posthumanimalism', 'assemblage', 'International Relations', 'zoe']",,RELACIONES INTERNACIONALES-MADRID,,wos_dec_rob,wos_dec_rob,0,0,0
Web of Science,WOS:001717398800008,10.1038/s41598-026-37211-9,Article,Safe formation scaling and motion planning for heterogeneous UAV-UGV teams in cluttered environments,"Chen, Qian; Liu, Xiufeng; Nie, Wendi; Liu, Haibing; Pang, Wen",2026,,"author_keywords=['Heterogeneous UAV-UGV cooperation', 'Time-varying formation control', 'Motion planning', 'Graph theory', 'Adaptive safe artificial potential field']",,SCIENTIFIC REPORTS,,wos_dec_rob,wos_dec_rob,1,1,1
Web of Science,WOS:001699396000006,10.1007/978-3-032-03215-7_6,Proceedings Paper,A Distributed Container-Based Internet of Things (IoT)-Enabled Autonomous E-Healthcare System for Development and Operations (DevOps),"Dai, Qinglong; Qin, Guangjun; Li, Ran",2026,,"author_keywords=['Cloud computing', 'container', 'scalability', 'orchestration', 'CI/CD']",,"COMMUNICATIONS AND NETWORKING, CHINACOM 2024, PT II",,wos_dec_rob,wos_dec_rob,0,0,0
Web of Science,WOS:001698354000006,10.1007/978-3-031-92425-5_6,Proceedings Paper,Robotic Autonomous Disassembly System for Automotive Power Battery Remanufacturing,"Peng, Yanlong; Huang, Minxue; Meng, Dahai; Wang, Zhigang; Zhang, Yisheng; Gu, Kai; Chen, Ming",2025,,"author_keywords=['Spent power battery', 'Disassembly for remanufacturing', 'NeuroSymbolic AI', 'Cloud-Edge-Client architecture']",,ADVANCES IN REMANUFACTURING 2024,,wos_dec_rob,wos_dec_rob,1,0,1
Web of Science,WOS:001698354000011,10.1007/978-3-031-92425-5_11,Proceedings Paper,Design of a Flexible Disassembly Cell Based on Human-Robot Collaboration for End-of-Life Electric Vehicle Batteries,"Huang, Jun; Huang, Quanyong; Li, Ruiya; Fang, Yilin; Liu, Quan; Zhou, Zude",2025,,"author_keywords=['Flexibility', 'Robotic disassembly cell', 'Human-Robot collaboration', 'Electric vehicle batteries']",,ADVANCES IN REMANUFACTURING 2024,,wos_dec_rob,wos_dec_rob,1,0,1
Web of Science,WOS:001698354000008,10.1007/978-3-031-92425-5_8,Proceedings Paper,"Integrating Collaborative Robotics, Mixed Reality, and Dynamic Data Driven Application Systems for Perceptive Disassembly","Rickli, Jeremy L.; Masoud, Sara; De Amicis, Raffaele; Kim, Kyoung-Yun; Haapala, Karl; Bi, Yun; Piroli, Joao Paulo Jacomini; Jahanmahin, Roohollah",2025,,"author_keywords=['Disassembly', 'Collaborative robots', 'Extended reality']",,ADVANCES IN REMANUFACTURING 2024,,wos_dec_rob,wos_dec_rob,1,0,1
Web of Science,WOS:001693949000004,10.1109/ICCRE65455.2025.11093519,Proceedings Paper,Automatic Disassembly System using Computer Vision for the Omron Viper 650 Robotic arm,"Nunez, Favell; Gonzales, Luis; Andino, Sofia; Vilorio, Jorge Ricardo Sanchez; Maldonado, Sergio Francisco Martinez",2025,,"author_keywords=['Automated disassembly', 'Computer Vision', 'Electronic Waste Management End Effector', 'Robotic arm']",,"2025 10TH INTERNATIONAL CONFERENCE ON CONTROL AND ROBOTICS ENGINEERING, ICCRE",,wos_dec_rob,wos_dec_rob,1,0,1
Web of Science,WOS:001710531500003,10.1215/23290048-11997498,Article,De-eroticizing the Inner Chamber: Zhou Qi's Ekphrastic Colophon in<i> Lady</i> <i>at Dressing Table by Wang Qiao</i>,"Weng, Leihua",2025,,"author_keywords=['de-eroticization', 'voyeurism', 'meiren hua', 'courtesan culture', 'second high tide']",,JOURNAL OF CHINESE LITERATURE AND CULTURE,,wos_dec_rob,wos_dec_rob,0,0,0
Web of Science,WOS:001696661100035,10.1109/ACCESS.2026.3664226,Article,Minimizing Response Latency in LLM-Based Agent Systems: A Comprehensive Survey,"Park, Gyeongmuk; Lee, Seonghyeon; Park, Yeonsu",2026,,"author_keywords=['Optimization', 'Surveys', 'Delays', 'Planning', 'Memory management', 'Cognition', 'Usability', 'Reviews', 'Multi-agent systems', 'Logic', 'Latency optimization', 'LLM-based agents', 'multi-agent systems', 'system performance']",,IEEE ACCESS,,wos_dec_rob,wos_dec_rob,0,0,0
Web of Science,WOS:001709161600003,10.1109/TCSVT.2025.3622736,Article,ChatStitch: Visualizing Through Structures via Surround-View Unsupervised Deep Image Stitching With Collaborative LLM-Agents,"Liang, Hao; Dong, Zhipeng; Chen, Kaixin; Li, Hao; Guo, Jiyuan; Yue, Yufeng; Fu, Mengyin; Yang, Yi",2026,,"author_keywords=['Image stitching', 'Three-dimensional displays', 'Collaboration', 'Natural languages', 'Human-machine systems', 'Large language models', 'Videos', 'Hands', 'Distortion', 'Buildings', 'Surround view', 'image stitching', 'human-machine interaction']",,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,,wos_dec_rob,wos_dec_rob,0,0,0
Web of Science,WOS:001707169700001,10.1016/j.jmsy.2026.02.020,Article,Twist-pull as an execution skill primitive for robotic disassembly: Safety-aware skill augmentation under contact uncertainty,"Zang, Yue; Xu, Xiazhen; Zhang, Yongquan; Zhang, Fan; Deng, Wupeng; Hajiyavand, Amir M.; Wang, Yongjing",2026,,"author_keywords=['Skill augmentation', 'Reinforcement learning', 'Twist-pull disassembly', 'Circular manufacturing']",,JOURNAL OF MANUFACTURING SYSTEMS,,wos_dec_rob,wos_dec_rob,1,0,1
Web of Science,WOS:001705895400001,10.1016/j.jclepro.2026.147775,Article,Exploring pricing strategy and remanufacturing mode in trade-in scheme under carbon cap-and-trade regulation,"Zhou, Fuli; Li, Yueli; Pratap, Saurabh; Zhang, Chenchen; Lim, Ming K.",2026,,"author_keywords=['Carbon cap-and-trade regulation (CATR)', 'Closed-loop supply chain (CLSC)', 'Remanufacturing modes', 'Trade-in programs']",,JOURNAL OF CLEANER PRODUCTION,,wos_dec_rob,wos_dec_rob,0,0,0
