source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task
IEEE Xplore,5459610,10.1109/ICMTMA.2010.757,Conferences,Random Triangle Sampling Path Planning of Assembly/Disassembly in Environment with Dangerzones,,2010,"To solve the assembly/disassembly path planning in the environment with danger zones, a RRT-based path planning algorithm was presented. The algorithm addressed a random sampling function which obtains random state from the triangles that describe the dangerzones. The local planner connecting the samples with RRT tree is also introduced. Experimental results show that the algorithm much more effectively searches the paths between dangerzones and obstacles.",,6,2010 International Conference on Measuring Technology and Mechatronics Automation,,iee_dec_rob
IEEE Xplore,928990,10.1109/ISATP.2001.928990,Conferences,A rule based approach to the gripper selection issue for the assembly process,P. Pedrazzoli; R. Rinaldi; C.R. Boer,2001,"This paper reports a rule based approach to the gripper selection problem in assembly cells. We deal with gripper's morphology, fingertip and actuation. The goal of the project is to develop a set of rules, based on the formalization of the gripper-selection expert's know-how and reasoning methods. Once the rules are achieved, we point out which parameters, concerning the part handled and process needed, are to be known to correctly choose a gripper.",,11,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),"ITIA Institute of Industrial Technologies and Automation of Milan, CNR National Research Council",iee_dec_rob
IEEE Xplore,8967383,10.1109/ICRAI47710.2019.8967383,Conferences,Robust Control Design of 6-DOF Robot for Nuclear Power Plant Dismantling,Hamza Khan; Saad Jamshed Abbasi; Karam Dad Kallu; Min Cheol Lee,2019,"Controller design for robotic manipulator in a nuclear environment has been a challenging task for more than a decade. In this paper three different control techniques were proposed which include PID control, sliding mode control (SMC) and sliding mode control with sliding perturbation observer (SMCSPO). Dynamic modeling of the system was done using the Lagrange approach. The trajectory was planned for manipulator’s end-effector, then trajectory for each joint was computed. Then control algorithms were designed and implemented in MATLAB/Simulink. The simulation results illustrated that PID is a linear control, therefore, when controlling the system with uncertainties the performance of PID is not good. Sliding mode control is a robust non-linear control and have good performance characteristics but information of upper bound of perturbation is necessary. To overcome this problem SMCSPO a robust control with disturbance rejection logic has been implemented and result shows that SMCSPO performance is better than SMC and PID in the presence of uncertainties and external disturbance due to disturbance compensation.",,9,2019 International Conference on Robotics and Automation in Industry (ICRAI),"School of Mechanical Engineering, Pusan National University, Busan, South Korea",iee_dec_rob
IEEE Xplore,4562862,10.1109/ISEE.2008.4562862,Conferences,Simultaneous disassembly of PCBs based on components reusability assessment,Yang Jiping; Xiang Dong; Gao Peng; Cheng Yang; Duan Guanghong,2008,"Disassembly is the first issue in the recycling of obsolete printed circuit boards (PCBs). Although high automation and robotics have been achieved in the industrial assembly of PCBs, the dismantlement of PCBs still keeps a low level of manual operation with simple tools, except some pilot or demonstration projects realized in research institutes. Consumption market of electrical and electronic equipments is very flourishing in China, which causes millions of used PCBs abandoned every year. Manual disassembly of PCBs is the most common method in China now. In order to improve the disassembly efficiency and evaluate the disassembled components, as well as to ameliorate working conditions and minimize the environmental pollution, it is necessary to develop a PCB disassembly and component reusability assessment system which is commercially feasible to industrial application. Under the support of National Key Technologies R&D Program of China, we quested for technological solutions for PCB disassembly and component assessment to catch up the demand of sustainable development.",,0,2008 IEEE International Symposium on Electronics and the Environment,"Department of Precision, Instruments and Mechanology, Tsinghua University, Beijing, China",iee_dec_rob
IEEE Xplore,928967,10.1109/ISATP.2001.928967,Conferences,Development of mobile robot system adaptive to sharp fluctuation of production volume,H. Hibi,2001,"DENSO is developing manufacturing systems to meet the advanced and various needs of automation. The development is based on two axes. One axis is the rationalization axis, and we aimed to develop spot, line, area, cube and networked automation systems. Another axis is the flexibility axis, and we aimed to develop single-product, multi-product, multi-generation and fluctuation-adaptive automation systems. In the process of the automation development, the manufacturing system of DENSO has evolved from a mechanical automation system to a robot automation system, and then a fluctuation-adaptive automation system with a mobile robot. We describe DENSO's activity in automation system development.",,0,Proceedings of the 2001 IEEE International Symposium on Assembly and Task Planning (ISATP2001). Assembly and Disassembly in the Twenty-first Century. (Cat. No.01TH8560),"Robot Engineering Department, Denso Corporation, Aichi, Japan",iee_dec_rob
IEEE Xplore,1290898,10.1109/AGEC.2004.1290898,Conferences,Closing the loop of printed-wire-boards and electronic devices: experiences from automatic disassembling as an input for manufacturers,M. Brandstotter; R. Knoth; B. Kopacek; P. Kopacek,2004,"Due to the fast pace of technological innovation, and the consequent shortening lifetimes of electronic products, particularly ICT equipment, a,flexible semi-automatic disassembling cell ""/spl Sigma/! 1592 - Disassembly Factory"" for extracting components from printed wire boards (PWB) has been developed. Based on these disassembling experiences design criteria for a re-use optimized structure of PWBs and electronic components have been defined in order to maximize the benefit for economy and environment. If industry becomes aware of the elaborated design criteria and uses these investigations, number of reusable components can be achieved and enhanced significantly hand in hand with the improved quality and positive feedback regarding landfill volume and depletion of primary materials.",,1,2004 International IEEE Conference on the Asian Green Electronics (AGEC). Proceedings of,"Austrian Society for Systems Engineering and Automation, Vienna, Austria",iee_dec_rob
IEEE Xplore,6606073,10.1109/ASCC.2013.6606073,Conferences,A theoretical approach of the generalized hybrid model based control of repetitive processes,Eugenia Minca; Adrian Filipescu; Alina Voda,2013,"A generalized Synchronized Hybrid Petri Nets (SHPN) model based control of a hybrid repetitive processes is presented in this paper. The whole process has two components: one discrete and one continuous. Its evolution can be described by a set of repetitive tasks. The generalized SHPN model is associated to this hybrid system with N repetitive tasks. The generalized SHPN model is customized to an assembly/disassembly mechatronics line (A/DML), served by a wheeled mobile robot (WMR) equipped with robotic manipulator (RM). The behavior as a hybrid system appears during disassembly, when WMR with RM is used to transport the work parts from the disassembly locations to the storage location in order to be reused in assembly. The assembly can be modeled as discrete system events (DES). This hybrid system takes into consideration the distribution of the necessary tasks to perform the hybrid disassembly of the work parts, by synchronization between WMR equipped with RM and A/DML. An optimization approach of the cycle time, associated to the control of repetitive processes is also presented.",,2,2013 9th Asian Control Conference (ASCC),"Universitatea Dunarea de Jos din Galati, Galati, RO",iee_dec_rob
IEEE Xplore,4543602,10.1109/ROBOT.2008.4543602,Conferences,Dismantling interior facilities in buildings by human robot collaboration,S. Rolando Cruz-Ramirez; Yuusuke Ishizuka; Yasushi Mae; Tomohito Takubo; Tatsuo Arai,2008,"New robotic systems will be playing an essential role in the future dismantling service for renewing office interiors facilities in buildings. In our study, the dismantling task would be achieved by proper collaboration between human workers and robots utilizing mobile arms, interface devices and software. This paper describes an overview of the proposed dismantling system as well as its requirements. The real experiments presented are focused on the disassembling task of a ceiling lamp panel (LP). In the disassembling task, a robot arm collaborates with the human worker holding the LP, accomplishing an assisting function. At first, in order to approach the robot to the holding position, the worker controls the robot using interface devices which are also evaluated in their usability aspect. Then, a laser pointer fixed at the robot’s tip is used both as a guidance in the teleoperation process and as a first indicator of the holding position. As a second step toward the target, the control program applies model-based 3D object recognition techniques to calculate the final position. At this stage the information of an stereo camera, configured as an eye-in-hand system, is necessary. On the last part of the task, the robot reaches the estimated position automatically by using the results of its kinematic analysis. The experimental results show the effectiveness of the proposed methodology.",,6,2008 IEEE International Conference on Robotics and Automation,"With Arai Laboratory, Department of Systems Innovation, Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka, Japan",iee_dec_rob
IEEE Xplore,10673362,10.1109/CIS-RAM61939.2024.10673362,Conferences,An Application Study on Reconfigurable Robotic Workcells and Policy Adaptation for Electronic Waste Recycling,Mihael Simonič; Boris Kuster; Matija Mavsar; Gašper Šavle; Sebastian Ruiz; Martin Bem; Matevž Majcen Hrovat; Aleš Ude,2024,"The recycling of electronic waste (e-waste) presents significant challenges due to the diverse range of device models and conditions that need to be treated. This paper presents an application study that evaluates a reconfigurable modular robotic workcell platform and adaptation at different levels to address these challenges. The performance and effectiveness of the approach are assessed through two common use cases from the e-waste recycling industry: heat cost allocator disassembly and smoke detector disassembly, with the goal of battery removal. The initial setup time (the definition of dismantling procedures for a new device type), reconfiguration times (changing the workcell layout to switch between processes for different known device types) and cycle times (for dismantling one device) were assessed in terms of their key performance indicators (KPIs). The evaluation demonstrated the flexibility and adaptability of the workcell, which enables streamlined process development and efficient disassembly of electronic devices in different scenarios.",,1,"2024 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE International Conference on Robotics, Automation and Mechatronics (RAM)","Department of Automatics, Biocybernetics and Robotics, Jožef Stefan Institute, Ljubljana, Slovenia",iee_dec_rob
IEEE Xplore,11140847,10.1109/INCET64471.2025.11140847,Conferences,Visual-Affordance based Identification and Removal of Screws for Disassembling of Products,Rohan Mahantesh Kodagali; Girish Karikatti; Amogh Sutar; Sachin Karadgi; Uma Mudenagudi,2025,"Industry 4.0 has brought significant changes to manufacturing as well as in the field of recycling and sustainability. This work provides a unique solution integrating YOLOv8 for real-time screw recognition, pixel-scaling algorithms for diameter estimate, and affordance learning for robotic unscrewing. The system merges deep learning-based screw recognition with robotic manipulation, achieving accurate screw positioning and classification. In simulations using ROS2 and Gazebo, YOLOv8 exceeds existing methods in accuracy and real-time precision. The robotic system successfully aligns with screws and simulates removal, furthering automated disassembly. These results indicate the method’s potential for industrial-scale applications, providing a robust foundation for real-world deployment. Future work will strengthen Gazebo’s physical modeling and combine the system with physical robots for further validation.",,0,2025 6th International Conference for Emerging Technology (INCET),"Automation and Robotics Engineering, KLE Technological University, Hubballi, India",iee_dec_rob
IEEE Xplore,583139,10.1109/IROS.1993.583139,Conferences,An approach to disassembly problems in robotics,P. Dario; M. Rucci,1993,"The authors present motivations for the long term research program on the various aspects of disassembly undertaken in their laboratory, and outline a theoretical framework for approaching disassembly problems. An application is described which is derived from such a framework in the context of a specific case-study of disassembly.",,18,Proceedings of 1993 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS '93),"ARTS Laboratory, Anna ARTS Laboratory, Pisa, Italy",iee_dec_rob
IEEE Xplore,774015,10.1109/ROBOT.1999.774015,Conferences,Disassembly sequencing and assembly sequence verification using force flow networks,S. Lee; H. Moradi,1999,"The design of an assembly line for a mechanical assembly has to satisfy all the geometrical and the physical constraints presented in the assembly such as blocking relation and contact forces. Given a desired final assembly, determining an appropriate assembly sequence which satisfies not only the blocking constraints but also the force constraints needs a proper model to directly provide the information needed to reason about assembly. We introduce a representation, the directional force graph, which explicitly describes how parts interact in the assembly. This representation is used to determine disassemblable parts that are naturally broken apart from an assembly by a decomposition force. A decomposition force is an external force applied to a held part(s) against a fixture part(s). The proposed approach provides a mechanism to explicitly incorporate the real-world constraints of assembly directions, fixturing, and tooling requirements into planning. We describe a complete planning algorithm and report the results.",,14,Proceedings 1999 IEEE International Conference on Robotics and Automation (Cat. No.99CH36288C),"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA",iee_dec_rob
IEEE Xplore,8957300,10.1109/LRA.2020.2965869,Journals,Benchmarking Protocols for Evaluating Small Parts Robotic Assembly Systems,Kenneth Kimble; Karl Van Wyk; Joe Falco; Elena Messina; Yu Sun; Mizuho Shibata; Wataru Uemura; Yasuyoshi Yokokohji,2020,"This article presents a set of performance metrics, test methods, and associated artifacts to help progress the development and deployment of robotic assembly systems. The designs for three task board artifacts that replicate small part insertion and fastening operations such as threading, snap fitting, and meshing with standard screws, nuts, washers, gears, electrical connectors, belt drives, and wiring are presented. To support the evaluation of robotic assembly and disassembly operations, benchmarking protocols and performance metrics are presented that leverage these task boards. Finally, robot competitions are discussed as use cases for these task boards.",,68,IEEE Robotics and Automation Letters,"National Institute of Standards and Technology (NIST), 100 Bureau Drive, Gaithersburg, USA",iee_dec_rob
IEEE Xplore,8869050,10.1109/ETFA.2019.8869050,Conferences,Evaluating Skill-Based Control Architecture for Flexible Automation Systems,Kirill Dorofeev; Monika Wenger,2019,"For the manufacturing of customized products, systems require easier and better adaptivity of the production plant especially in terms of the control software. In recent research projects, a skill-based architecture has been introduced and presented within an industrial demonstrator proposing the required adaptivity. Within this work, the skill-based architecture is compared to a more traditional component-based hierarchical approach to identify strength and weakness of this approach, which then enables further improvements of the skill-based architecture. The flexibility of control software can not directly be measured. Therefore execution time, modularity, readability, and reusability considering the impact of component exchanges are used as evaluation criteria. Modularity and reusability are measured by the number of needed Function Blocks (FBs) and that can also be used for other systems respectively. To evaluate readability three derived metrics from the basic Halstead Metric are used. The comparison shows that the skill-based architecture is more complex but much more flexible than the more traditional component-based hierarchical approach.",,18,2019 24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA),"fortiss GmbH, Munich, Germany",iee_dec_rob
IEEE Xplore,7919231,10.1109/TRO.2017.2693999,Journals,On-Demand Disassembly of Paramagnetic Nanoparticle Chains for Microrobotic Cargo Delivery,Jiangfan Yu; Tiantian Xu; Zheyu Lu; Chi Ian Vong; Li Zhang,2017,"Paramagnetic nanoparticles are considered as attractive building blocks, particularly for robotic delivery of drugs. Although paramagnetic nanoparticles can be effectively gathered and transported using external magnetic fields, the disassembly process is yet to be fully investigated to avoid the formation of aggregations. In this paper, we report a novel method of controllable disassembly of paramagnetic nanoparticle chains using a predefined dynamic magnetic field. The dynamic field is capable of performing spreading and fragmentation of the particle chains simultaneously. Using the magnetic dipole-dipole repulsive forces, the final area covered by the particle chains swells up to 545% of the initial area. The final length distribution presents a strong relationship with the frequency of the dynamic field in deionized (DI) water and two kinds of biofluids. An analytical model of phase lag is proposed, which shows good agreement with the experimental results. Furthermore, we also present an assembly process using a rotating magnetic field, indicating that the assembly disassembly process is reversible. In addition, batch-cargo delivery of polystyrene microbeads using the nanoparticle chains as swarm-like nanorobots is demonstrated.",,129,IEEE Transactions on Robotics,"Department of Mechanical and Automation Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong",iee_dec_rob
IEEE Xplore,652945,10.1109/AIM.1997.652945,Conferences,Feasibility of disassembly tasks considering a posture of a subassembly using genetic algorithm,A. Inaba; T. Suzuki; S. Okuma,1997,"Summary form only given. An automatic generation of assembly or disassembly sequences is a significant problem for assemblies using robot manipulators. We need to judge the feasibility of assembly/disassembly tasks based on geometric information of products. In previous research, only translational motion of a subassembly has been considered. However, there are many cases in which a subassembly can be separated from another subassembly using rotational motion. In this paper, we propose a new algorithm with which we can search a posture of a subassembly to avoid collision with another subassembly. The algorithm is based on the genetic algorithm. The proposed method makes it possible to search a posture of a subassembly to realize assembly/disassembly tasks with small computational amount.",,1,Proceedings of IEEE/ASME International Conference on Advanced Intelligent Mechatronics,"Gifu Prefectural Metal Research Institute, Gifu, Japan",iee_dec_rob
IEEE Xplore,11127816,10.1109/ICRA55743.2025.11127816,Conferences,Force-Conditioned Diffusion Policies for Compliant Sheet Separation Tasks in Bimanual Robotic Cells,Rishabh Shukla; Raj Talan; Samrudh Moode; Neel Dhanaraj; Jeon Ho Kang; Satyandra K. Gupta,2025,"Disassembly is a critical challenge in maintenance and service tasks, particularly in high-precision operations such as electric vehicle (EV) battery recycling. Tasks like prying-open sealed battery covers require precise manipulation and controlled force application. In our approach we collect human demonstrations using a motion capture system, enabling the robot to learn from human-expert disassembly strategies. These demonstrations train a bimanual robotic system in which one arm exerts force with a specialized tool while the other manipulates and removes sealed components. Our method builds on a diffusion-based policy and integrates real-time force sensing to adapt its actions as contact conditions change. We decompose the demonstrations into distinct sub-tasks and apply data augmentation, thereby reducing the number of demonstrations needed and mitigating potential task failures. Our results show that the proposed method, even with a small dataset, achieves a high task success rate and efficiency compared to a standard diffusion technique. We demonstrate in a real-world application that the bimanual system effectively executes chiseling and peeling actions to separate bonded sheet from a substrate.",,1,2025 IEEE International Conference on Robotics and Automation (ICRA),"Realization of Robotic Systems Lab, University of Southern California, Los Angeles, CA, USA",iee_dec_rob
IEEE Xplore,10860297,10.1109/ICNEPE64067.2024.10860297,Conferences,Design and Optimization of Intelligent Sorting and Disassembling Equipment for High-Efficiency Lithium Battery,Zhipeng Zhuang; Xiaoshan Liu; Ziwen Li; Weiqi Luo; Jing Jin; Ge Gao,2024,"The aim of this thesis is to solve the complex exhaust gas problem generated during the dismantling of lithium batteries, and to explore a reasonable, economical and safe exhaust gas treatment process. To this end, a new type of intelligent sorting and dismantling equipment for power batteries has been developed, which combines a variety of advanced technologies in order to improve the effect of exhaust gas treatment. The comprehensive treatment program adopted in this equipment includes several treatment units such as cyclone dust collector, CFB semi-dry deacidification tower, cartridge dust collector, wet deacidification tower, gas-water separator, RTO combustion furnace, rapid cooling tower, alkali washing tower and water washing tower. The synergistic work of these equipments can effectively remove chlorine- and fluorine-containing organic waste gases and ensure that the waste gas emissions during the dismantling process comply with environmental protection standards. Specifically, the design of the equipment is divided into the end-of-life, transit, recycling, treatment and application ends, through the introduction of visual recognition technology to improve sorting accuracy, the use of exhaust gas purification technology and dust automatic collection devices to ensure the efficiency of the treatment, combined with the MES system and Automated Guided Vehicle to achieve a high degree of automation.",,0,2024 4th International Conference on New Energy and Power Engineering (ICNEPE),"College of Life Sciences, Zhuhai College of Science and Technology, Zhuhai, China",iee_dec_rob
IEEE Xplore,10332863,10.1109/CCE60043.2023.10332863,Conferences,ROS-driven Disassembly Planning Framework incorporating Screw Detection,Timon Hoebert; David Neubauer; Munir Merdan; Wilfried Lepuschitz; Stefan Thalhammer; Markus Vincze,2023,"The automation of electronic waste disassembly processes is very challenging due to the diversity and conditions of the products, but also due to the heterogeneous disassembly environments based on different hardware and software components. All these resources and the subjacent information flows should be coordinated and integrated to ensure an effective disassembly process. In this paper, we present a developed architecture for closed-loop planning and controlling dynamic disassembly processes of robots. We extended the infrastructure provided by the Robot Operating System (ROS) to integrate the components of the robotic system with its vision system and the software components for inference, replanning, and knowledge transfer. The architecture was implemented for a real use case of antenna amplifier disassembly. The implemented framework is generalizable for other purposes implementing four automatic configuration mechanisms to support domain-specific tailoring: code generation, object serialization, object mapping, and object-triple mapping.",,2,"2023 20th International Conference on Electrical Engineering, Computing Science and Automatic Control (CCE)","Practical Robotics Institute Austria, Vienna, Austria",iee_dec_rob
IEEE Xplore,8440033,10.1109/TASE.2018.2860945,Journals,Using the Soar Cognitive Architecture to Remove Screws From Different Laptop Models,Nicholas M. DiFilippo; Musa K. Jouaneh,2019,"This paper investigates an approach that uses the cognitive architecture Soar to improve the performance of an automated robotic system, which uses a combination of vision and force sensing to remove screws from laptop cases. Soar's long-term memory module, semantic memory, was used to remember pieces of information regarding laptop models and screw holes. The system was trained with multiple laptop models and the method in which Soar was used to facilitate the removal of screws was varied to determine the best performance of the system. In all the cases, Soar could determine the correct laptop model and in what orientation it was placed in the system. Soar was also used to remember what circle locations that were explored contained screws and what circles did not. Remembering the locations of the holes decreased a trial time by over 60%. The system performed the best when the number of training trials used to explore circle locations was limited, as this decreased the total trial time by over 10% for most of the laptop models and orientations. Note to Practitioners-Although the amount of discarded electronic waste in the world is rapidly increasing, efficient methods that can handle this in an automated non-destructive fashion have not been developed. Screws are a common fastener used on electronic products, such as laptops, and must be removed during nondestructive methods. In this paper, we focus on using the cognitive architecture Soar to facilitate the disassembly sequence of removing these screws from the back of laptops. Soar is able to differentiate between different models of laptops and store the locations of screws for these models leading to an improvement of the disassembly time when the same laptop model is used. Currently, this paper only uses one of Soar's long-term memory modules (semantic memory) and a screwdriver tool. However, this paper can be extended to use multiple tools by using different features available in Soar such as other long-term memory modules and substates.",,21,IEEE Transactions on Automation Science and Engineering,"Mechanical Engineering Department, University of Rhode Island, Kingston, RI, USA",iee_dec_rob
IEEE Xplore,9646213,10.1109/ICCMA54375.2021.9646213,Conferences,Agile and Autonomous Production Control for Remanufacturing,Sebastian Groß; Wolfgang Gerke; Peter Plapper; Matthias Vette-Steinkamp,2021,"Motivated by high ecological and economical potentials, remanufacturing is receiving increasing attention as a process that puts used products into an “as-good-as-new-or-better” condition. Here, many challenges occur, which are unseen in manufacturing, resulting from unknown conditions of used products. One example is the stochastic routing of the products through the remanufacturing system (RS), which makes a flexible material transport by e.g. automated guided vehicles (AGVs) necessary. This places special demands on the control of the RS. To handle these uncertainties a decentralized-hierarchical control architecture is presented. The scheduling of machines and AGVs is optimized simultaneously using Constraint Programming (CP). All the participants within the RS will be networked as a cyber-physical system and controlled by decentralized components. The approach is validated through simulation and the implementation in a model factory. Results show a 35.6% makespan reduction, short computing times and the ability to react adequately to unforeseen events.",,1,"2021 9th International Conference on Control, Mechatronics and Automation (ICCMA)","Sustainable production processes and industrial robotics, Trier University of Applied Sciences, Environmental-Campus Birkenfeld, Birkenfeld, Germany",iee_dec_rob
IEEE Xplore,7321276,10.1109/ICSTCC.2015.7321276,Conferences,Cycle time optimization of a reversible A/DML served by a mobile robotic system,Eugenia Minca; H-G Coanda; Florin Dragomir; Otilia Dragomir; Adrian Filipescu,2015,"This paper presents a new cycle time optimization (CTO) approach for an assembly/disassembly mechatronics line (A/DML) served by a wheeled mobile robot (WMR) equipped with a robotic manipulator (RM). The mobile robot serves A/DML during disassembling for transporting carry the disassembled components from disassembling locations to the corresponding storage warehouse in order to be reused. Disassembling starts if the final product fails the quality test. The cycle time results from adding up the durations of A/D sequences. Since the elementary assembly operations have constant durations (determined by the duration of the each assembly operation and the displacement duration of transporting line at constant speed, between successive workstations), the problem of cycle time optimization concerns only disassembling. During the disassembly, a repetitive sequence can be identified with a single disassembling stage served by WMR equipped with RM. In this case, an elementary cycle time (ECT) optimization is the maximum value between the following time durations: a) time duration of disassembling and transporting remaining piece towards next station; b) time duration of the RM for gripping and storage disassembled part and WMR's displacement. For the events synchronization are inserted the time intervals between: the displacement with constant speed within/between work stations and the manipulations/displacements of the robotic system. For setting time durations and joining the discrete dynamics of the mechatronics line with the continuous dynamics of the robotic system, a Synchronized Hybrid Petri Nets (SHPN) model running autonomously has been used.",,8,"2015 19th International Conference on System Theory, Control and Computing (ICSTCC)","Automation Computer Science and Electrical Engineering Department “Valahia” University of Targoviste, Targoviste, Romania",iee_dec_rob
IEEE Xplore,8374185,10.1109/ICARSC.2018.8374185,Conferences,Automatic generation of disassembly sequences and exploded views from solidworks symbolic geometric relationships,Carlos M. Costa; Germano Veiga; Armando Sousa; Luís Rocha; Eugénio Oliveira; Henrique Lopes Cardoso; Ulrike Thomas,2018,"Planning the optimal assembly and disassembly sequence plays a critical role when optimizing the production, maintenance and recycling of products. For tackling this problem, a recursive branch-and-bound algorithm was developed for finding the optimal disassembly plan. It takes into consideration the traveling distance of a robotic end effector along with a cost penalty when it needs to be changed. The precedences and part decoupling directions are automatically computed in the proposed geometric reasoning engine by analyzing the spatial relationships present in SolidWorks assemblies. For accelerating the optimization process, a best-first search algorithm was implemented for quickly finding an initial disassembly sequence solution that is used as an upper bound for pruning most of the non-optimal tree branches. For speeding up the search further, a caching technique was developed for reusing feasible disassembly operations computed on previous search steps, reducing the computational time by more than 18%. As a final stage, our SolidWorks add-in generates an exploded view animation for allowing intuitive analysis of the best solution found. For testing our approach, the disassembly of two starter motors and a single cylinder engine was performed for assessing the capabilities and time requirements of our algorithms.",,14,2018 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),"Faculty of Engineering, University of Porto, Portugal",iee_dec_rob
IEEE Xplore,10921715,10.1109/TASE.2025.3550305,Journals,GAN-Enabled U-Shaped Network for Adversarial Attack Generation for Autonomous Unmanned Vehicles,Zhitao He; Yongyi Chen; Ankang Chen; Dan Zhang; Hui Zhang; Jingbing Zhang,2026,"With the rapid development of autonomous unmanned vehicle (AUV) technology, the requirements for sensor data integrity and reliability are increasing. Data-driven intrusion detection systems (IDSs) have been widely used as an effective module of defense to ensure AUV security. Once the IDS is destroyed, the impact on the normal driving of the AUV will be unimaginable. Unlike traditional research that seeks to improve the detection accuracy of IDS, this paper discusses the challenges posed by adversarial attacks on autonomous vehicles from the perspective of attackers. In this paper, an generative adversarial-enabled U-shaped network (GEUN) is proposed to generate adversarial sensor attacks in AUVs and reveal vulnerabilities in existing IDSs. Specifically, GEUN consists of a shared feature extraction encoder, an adversarial anomaly reconstruction decoder, a discriminator, and a detector. The feature extraction encoder is used to add multi-scale information to the input to strengthen the multi-scale feature extraction of sensor signals by the network. With the help of discriminators and detectors, the adversarial anomaly reconstruction decoder is used to generate anomalies based on the extracted multi-scale vehicle information. Through experimental comparison with other methods, it is shown that the proposed GEUN can effectively attack various common IDS, which provides guidance for future research and development in the field of security of AUVs. Note to Practitioners—In various sectors including intelligent transportation, aviation, aerospace, and military, the security of autonomous unmanned systems (AUVs) is of paramount importance. The GEUN model presented in this study is a critical tool for assessing the resilience of these systems against sophisticated cyber threats. By generating adversarial attacks using the GEUN model, the vulnerabilities in existing intrusion detection systems (IDSs) are exposed, prompting necessary upgrades to maintain AUV security. Practitioners can utilize GEUN to simulate attacks and enhance the robustness of IDS by integrating multi-scale sensor data, which provides a comprehensive extraction of AUV information. Additionally, the GEUN can be used to simulate poisoning attacks, which involve infiltrating the IDS’s training dataset with adversarial samples, thereby undermining its ability to learn and adapt to new threats. In conclusion, GEUN is designed to offer a rigorous test for the detection capabilities of IDS, ensuring that AUVs remain secure against evolving cyber risks. The model’s effectiveness has been demonstrated through experiments, proving its potential to guide future research and development in AUV security. It is recommended that practitioners implement the GEUN model in a controlled environment to identify and reinforce weak points in their IDS, ensuring the safety and reliability of AUV operations in real-world scenarios.",,3,IEEE Transactions on Automation Science and Engineering,"Department of Automation, Zhejiang University of Technology, Hangzhou, China",iee_dec_rob
IEEE Xplore,11382005,10.1109/TFR.2026.3662619,Journals,"Large-Scale Robotic Material Handling: Learning, Planning, and Control",Filippo A. Spinelli; Yifan Zhai; Fang Nan; Pascal Egli; Julian Nubert; Thilo Bleumer; Lukas Miller; Ferdinand Hofmann; Marco Hutter,2026,"Bulk material handling involves the efficient and precise moving of large quantities of materials, a core operation in many industries, including cargo ship unloading, waste sorting, construction, and demolition. These repetitive, labor-intensive, and safety-critical operations are typically performed using large hydraulic material handlers equipped with underactuated grippers. In this work, we present a comprehensive framework for the autonomous execution of large-scale material-handling tasks. The system integrates specialized modules for environment perception, pile attack-point selection, path planning, and motion control. The main contributions of this work are two reinforcement learning (RL)-based modules: an attack-point planner that selects optimal grasping locations on the material pile to maximize removal efficiency and minimize the number of scoops, and a robust trajectory following controller that addresses the precision and safety challenges associated with underactuated grippers in movement while utilizing their free-swinging nature to release material through dynamic throwing. We validate our framework through real-world experiments on a 40-t material handler in a representative worksite, focusing on two key tasks: high-throughput bulk pile management and high-precision truck loading. Comparative evaluations against human operators demonstrate the system’s effectiveness in terms of precision, repeatability, and operational safety. To the best of our knowledge, this is the first complete automation of material-handling tasks on a full scale.",,1,IEEE Transactions on Field Robotics,"Robotic Systems Laboratory, ETH Zürich, Zürich, Switzerland",iee_dec_rob
IEEE Xplore,8657067,10.1109/EIConRus.2019.8657067,Conferences,Hierarchical Scenarios for Behavior Planning in Autonomous Robots,Sekou A.K. Diane; Sergey V. Manko; Ilan D. Margolin; Alexey K. Novoselskiy,2019,"Task scheduling and behavior planning are important components for enabling robot autonomy in a number of applied problems. This paper provides a methodology for straightforward description and automatic formation of scenarios that lead a robot or a multi-robot system to a successful completion of a given complex task. We employ a finite-automata approach to definition of individual tasks within the scenario, which as a whole is represented by an oriented graph. A multilevel scenario formation is described for simplification of the traveling salesman problem and for scene analysis in the problem of demolition debris removal. The input of the proposed algorithm is a weakly structured sensory data. The produced output contains the hierarchical scenario in the form of a recursively nested graph.",,2,2019 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (EIConRus),"Dept. of Control Problems, MIREA - Russian Technological University, Moscow, Russia",iee_dec_rob
