source_db,id,doi,item_type,title,authors,year,abstract,keywords,citedby_count,journal_or_venue,affiliation_country,task
IEEE Xplore,859942,10.1109/WCICA.2000.859942,Conferences,Agent brigade in dynamic formation of robotic soccer,Yang Bo; Wang Qinghua,2000,"In this paper a new architecture of multi-agent in robotic soccer is introduced. It adopts the agent brigade approach in dynamic formation of robotic soccer. By dividing the soccer field into three areas according to the roles of agents, this approach can dynamically switch the roles of agents in each area temporarily to achieve local predominance that may lend to initiative in the match.",,1,Proceedings of the 3rd World Congress on Intelligent Control and Automation (Cat. No.00EX393),"Department of Information & Control Engineering, Shandong University of Building Materials, Jinan, Shandong, China",iee_rob_be
IEEE Xplore,506583,10.1109/ROBOT.1996.506583,Conferences,Initial grasping strategy for an unknown object by cooperative mobile robots,J. Sasaki; Y. Maeda; Y. Aiyama; J. Ota; T. Arai,1996,"We aim at handling an unknown object by cooperating multiple mobile robots. The most important problem in this paper is obtaining a weight and mass center position of an object. Another important problem is to determine appropriate grasping points before handling. This method is proposed to avoid bad situations, such as making an object fall down, or some robots overloaded in handling. The algorithm we propose in this paper is a first step of grasping objects, which is ""determination of initial grasping points"". Initial grasping points are given by only a geometrical shape of an object. The robots are placed where the possibility that robots can lift the object with no trouble. This evaluation is based on the normal distribution model proposed in this paper. We are also going to discuss how to avoid and regrasp when initial grasping has failed. We show a simple numerical example of initial grasping and re-grasping, in planar object model.",,9,Proceedings of IEEE International Conference on Robotics and Automation,"Department of Precision Machinery Engineering, The Faculty of Engineering, University of Tokyo, Bunkyo, Japan",iee_rob_be
IEEE Xplore,10645272,10.1109/icABCD62167.2024.10645272,Conferences,Transformative Impacts of Automation on the Nature of Work: A Perspective of the Banking Industry in South Africa,Save Akilimalissiga; Nita Inderlal Sukdeo,2024,"The growing adoption of bank automation technologies is bringing about a transformational shift in the global financial sector. The banking industry is seeing significant changes in traditional roles and duties due to the growing integration of modern automation techniques such as robotic assistance, artificial intelligence (AI), and process automation by banking institutions. The rise of new job profiles such as AI data scientists, AI analysts, and robotics process automation specialists shows how the nature of work in the banking industry and the entire financial sector seems to be evolving. The increasing need for technical abilities has led to a greater focus on acquiring and developing a workforce with a distinct combination of technology proficiency and domain understanding. This paper investigated the extent to which the adoption of bank automation is a key determinant of the changing nature of work from a banking industry's perspective. Hence, a hypothetical path was developed to answer the following research question: How is adopting automation changing the nature of work in the banking industry? To answer this question, we considered the five largest banking institutions in South Africa. The findings revealed the paramount transformative changes that occur every time automation technologies are implemented.",,0,"2024 International Conference on Artificial Intelligence, Big Data, Computing and Data Communication Systems (icABCD)","Dept. Quality and Operations Management, Faculty of Engineering and Built Environment, University of Johannesburg, Johannesburg, South Africa",iee_rob_be
IEEE Xplore,9152831,10.1109/HORA49412.2020.9152831,Conferences,Advanced Automation and Robotics for High Volume Labour-Intensive Manufacturing,Nai Yeen Gavin Lai; Deepesh Jayasekara; Kok Hoong Wong; Lih Jiun Yu; Hooi Siang Kang; Kulwant Pawar; Yingdan Zhu,2020,"High volume, labour-intensive manufacturing operations pose several challenges for successful operations. It is an even bigger challenge to move away from manual dependency and shift towards automation of production processes. There seems to be no general agreement among researchers on what are the critical success factors (CSFs) on the implementation of advanced automation and robotics processes in the manufacturing environment. Success factors vary across the manufacturing industry and also organizational units. This paper attempts to elicit the opinion and perception of academic professionals with links to high volume labour-intensive manufacturing industry. A systematic literature search was conducted on the topic and semi-structured interviews were conducted with experts to gather their views on CSFs. Results from the literature search and interviews revealed that factors related to Organization Strategy, Culture, and Structure; Top management support; Past experience, staffing, and learning; Project management, planning, and control; Finance, and resource availability; Technology maturity and vendor support; to be critical for the success of the production process automation project initiatives. Findings from this study can be used as guidelines to ascertain CSFs for organizations and strategy planning. Manufacturing organizations can also use this study to evaluate their organizational readiness and enhance the level of automation further.",,8,"2020 International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)","Faculty of Science and Engineering, University of Nottingham Ningbo China, Ningbo, China",iee_rob_be
IEEE Xplore,10260465,10.1109/CASE56687.2023.10260465,Conferences,The QUENDA-BOT: Autonomous Robot for Screw-Fixing Installation in Timber Building Construction,Dinh Dang Khoa Le; Gibson Hu; Dikai Liu; Richardo Khonasty; Liang Zhao; Shoudong Huang; Pratik Shrestha; Ralph Belperio,2023,"Autonomous robots are practical and innovative solutions to reducing the risk of fatigue and back injuries during mass engineered timber constructions. Screw installation is a common repetitive and strenuous activity performed by humans at construction sites. This article presents a novel robotic system for screw fixing installation. A range of technologies were implemented including those for mapping, localisation, sensing, planning and force-torque control of a robotic manipulator attached to a mobile base. Also developed was custom hardware for the screw driving operation. Extensive tests of the robotic system were conducted in lab and field environments. The results demonstrate the suitability of this robot for autonomous screw fixing installation.",,3,2023 IEEE 19th International Conference on Automation Science and Engineering (CASE),"Robotics Institute, University of Technology Sydney, Australia",iee_rob_be
IEEE Xplore,9497744,10.1109/TMECH.2021.3100306,Journals,Robot-Assisted Object Detection for Construction Automation: Data and Information-Driven Approach,Muhammad Ilyas; Hui Ying Khaw; Nithish Muthuchamy Selvaraj; Yuxin Jin; Xinge Zhao; Chien Chern Cheah,2021,"In construction automation, robotic solution is becoming an emerging technology with the advent of artificial intelligence and advancement in mechatronic systems. In construction buildings, regular inspections are carried out to ensure project completion as per approved plans and quality standards. Currently, expert human inspectors are deployed onsite to perform inspection tasks with the naked eye and conventional tools. This process is time-consuming, labor-intensive, dangerous, and repetitive and may yield subjective results. In this article, we propose a robotic system equipped with perception sensors and intelligent algorithms to help construction supervisors remotely identify the construction materials, detect component installations and defects, and generate report of their status and location information. The building information model (BIM) is used for mobile robot navigation and to retrieve building component’s location information. Unlike the current deep learning-based object detection, which depends heavily on training data, this article proposes a data and information-driven approach, which incorporates offline training data, sensor data, and BIM information to achieve BIM-based object coverage navigation, BIM-based false detection filtering, and a fine maneuver technique to improve on object detections during real-time automated task execution by robots. This allows the user to select building components to be inspected, and the mobile robot navigates autonomously to the target components using the BIM-generated navigation map. An object detector then detects the building components and materials and generates an inspection report. The proposed system is verified through laboratory and onsite experiments.",,63,IEEE/ASME Transactions on Mechatronics,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore, Singapore",iee_rob_be
IEEE Xplore,680702,10.1109/ROBOT.1998.680702,Conferences,A study of autonomous mobile system in outdoor environment. 2. Sign guided autonomous transportation system,Jun-Ichi Takiguchi; K. Iwama; H. Sugie; M. Kato; T. Kiyonaga; T. Hashizume; F. Inoue; K. Yoshino; Y. Omote,1998,"This paper presents an autonomous mobile system in an outdoor environment especially applied to a construction site. The system consists of an autonomous vehicle and signs. The autonomous vehicle recognizes instructions given in the signs using a vision system, then it moves or handles materials according to the instruction. The system is adaptable to the changeable environment of the construction site because transportation paths can be easily changed by altering the contents or placement of the signs. Experimental results obtained in the outdoor environment show feasibility of the system.",,2,Proceedings. 1998 IEEE International Conference on Robotics and Automation (Cat. No.98CH36146),"Mitsubishi Electric Corporation Kamakura Works, Kamakura, Japan",iee_rob_be
IEEE Xplore,993154,10.1109/100.993154,Magazines,A hybrid drive parallel arm for heavy material handling,T. Arai; K. Yuasa; Y. Mae; K. Inoue; K. Miyawaki; N. Koyachi,2002,"This article discusses a hybrid drive parallel arm driven by cables and cylinders in order to design a compact handling arm, thus enlarging its workspace. Our major objective is to develop a dexterous arm capable of controlling six-degree-of-freedom (DOF) motion of heavy materials. The article includes a basic concept of parallel mechanisms with hybrid actuation, comparisons and evaluations of some types of hybrid mechanisms based on its kinematics and statics, and finally introduces a designed prototype arm.",,20,IEEE Robotics & Automation Magazine,"Graduate School of Engineering, Department of systems and Human Science, Osaka University, Toyonaka, Japan",iee_rob_be
IEEE Xplore,1438590,,Conferences,A service robot for construction industry,P. Gonzalez De Santos; J. Estremera; E. Garcia; M. Armada,2004,"Traditionally, building construction has been performed mainly by hand with a little help from electromechanical-manual devices. However, this industry possesses a great potential for automation and robotic systems are being introduced step by step because of many technical hitches. Apart from these technical shortcomings, builders are being pushed in many countries to provide automatic tools to improve both productivity and operator's safety. This paper presents some technical aspects of a tool developed to help out operators in handling and installing pre-manufactured plaster panels for indoor-wall construction. It consists in a lightweight six-DOF manipulator, which is fixed between floor and ceiling so that it can carry heavy payloads without tipping over. The robot is easily assembled and disassembled to make possible transportation by operators. This paper presents the basic guidelines to configure a system for the mentioned activity. It includes the system's main features and functions and some design aspects that makes this manipulator an example of how to configure a lightweight manipulators to handle heavy payloads",,0,"Proceedings World Automation Congress, 2004.","IAI-CSIC, SPAIN",iee_rob_be
IEEE Xplore,4977195,10.1109/CCSP.2005.4977195,Conferences,Finite Element modelling of Pneumatic Artificial Muscle,Ramesh Ramasamy; Mohamed Rizon Juhari; Mohd Rozailan Mamat; Sazali Yaacob; Masanori Sugisaka,2005,"The intention of this article is to introduce and overview Pneumatic Artificial Muscles (PAMs) as whole and to discuss on its numerical modelling, namely using the Finite Element (FE) Method, to understand more on its behaviour in generating force for actuation. The construction of PAMS mainly consist of flexible, inflatable membranes, having orthotropic material behaviour. The main properties shaping the PAMs will be explained in terms of their load-carrying capacity and low weight in assembly. Discussion on their designs and capacity to function as locomotion device in robotics applications will be laid out, followed by FE modelling to represent PAMs overall structural behaviour under any potential operational conditions.",,3,"2005 1st International Conference on Computers, Communications, & Signal Processing with Special Track on Biomedical Engineering","School ofMechatronic Engineering, Northern Malaysia University College of Engineering, Kangar, Perlis, Malaysia",iee_rob_be
IEEE Xplore,8967733,10.1109/IROS40897.2019.8967733,Conferences,A Fully-Integrated Sensing and Control System for High-Accuracy Mobile Robotic Building Construction,Abel Gawel; Hermann Blum; Johannes Pankert; Koen Krämer; Luca Bartolomei; Selen Ercan; Farbod Farshidian; Margarita Chli; Fabio Gramazio; Roland Siegwart; Marco Hutter; Timothy Sandy,2019,"We present a fully-integrated sensing and control system which enables mobile manipulator robots to execute building tasks with millimeter-scale accuracy on building construction sites. The approach leverages multi-modal sensing capabilities for state estimation, tight integration with digital building models, and integrated trajectory planning and whole-body motion control. A novel method for high-accuracy localization updates relative to the known building structure is proposed. The approach is implemented on a real platform and tested under realistic construction conditions. We show that the system can achieve sub-cm end-effector positioning accuracy during fully autonomous operation using solely onboard sensing.",,51,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"Autonomous Systems Lab, ETH Zurich",iee_rob_be
IEEE Xplore,9820541,10.1109/GOL53975.2022.9820541,Conferences,Automated and robotized processes in the timber-frame prefabrication construction industry: A state of the art,Emilie Lachance; Nadia Lehoux; Pierre Blanchet,2022,"Off-site prefabrication in the timber-frame construction industry is a trending topic in the search for sustainable building and affordable housing. This paper aims to present, based on a literature review, the current level of automation and robotization in the timber-frame prefabrication industry, the existing layouts for this type of production, the tools and equipment used to support the production line, and the limits and barriers to adopting these technologies. Based on the analysis of these themes, a Figure relating the degree of automation in relation to factors such as the level of machinery and technological tools involved, the business and workforce size, the level of lean and standardization, and the stage of prefabrication is presented and discussed.",,10,2022 IEEE 6th International Conference on Logistics Operations Management (GOL),"Dept. génie mécanique, Université Laval, Québec, Canada",iee_rob_be
IEEE Xplore,5669832,10.1109/ICCAS.2010.5669832,Conferences,Benefit/cost analysis of a robot-based construction automation system,Taehoon Kim; Ung-Kyun Lee; Wi Sung Yoo; Sung-Hoon An; Hunhee Cho; Younghoon Lee; Nakju Doh,2010,"Many studies which try to integrate construction technologies with robotic technologies have been actively progressing. It is critical for an assessment model of the economical efficiency of new technologies to ensure the correct investment and the spread of these new technologies. However, an assessment model of economical efficiency of automated construction technology to evaluate properly various influencing factors in terms of technology and economy is relatively unsatisfied as there are no practical cases. Therefore, our research team has developed a new assessment process for automated construction technologies as a decision tool, inspired by benefit-cost analysis. This presented process was employed to evaluate the test-bed and the results show that the BI and CI are 1.24 and 5.22, respectively, and economic efficiency is 0.24. The results indicate that the applications of four new technologies present a significantly strong benefit and respectively large cost, compared to the traditional process. As establishing an assessment model of an automated construction system which has not previously been known, it is expected to understand the effect and potential power of the application of robot technology to the construction industry. For further study, it is necessary for the integration method to be developed because of the degree of difference between BI and CI.",,5,ICCAS 2010,"School of Architectural, Civil and Environmental Engineering, Korea University, Seoul, South Korea",iee_rob_be
IEEE Xplore,10737229,10.1109/ACCESS.2024.3487263,Journals,A Review on Six Degrees of Freedom (6D) Pose Estimation for Robotic Applications,Chen Yuanwei; Mohd Hairi Mohd Zaman; Mohd Faisal Ibrahim,2024,"With advancements in technology, deep learning has become increasingly widespread, particularly in fields like robot control, computer vision, and autonomous driving. In these areas, obtaining pose information of target objects, especially their spatial location, is crucial for robot grasping tasks. Although many effective implementations of six degrees of freedom (6D) pose estimation methods based on RGB images exist, challenges in this domain persist. This paper provides a comprehensive review of traditional 6D pose estimation methods, deep learning approaches, and point cloud techniques by analyzing their advantages and disadvantages. It also discusses evaluation metrics and performance on common datasets for 6D pose estimation. Furthermore, the paper offers a theoretical foundation for robot grasping and explores future directions for 6D pose estimation. Finally, it summarizes the current state and development trends of 6D pose estimation, aiming to help researchers better understand and learn about this field.",,19,IEEE Access,"Department of Electrical, Electronic and Systems Engineering, Faculty of Engineering and Built Environment, Universiti Kebangsaan Malaysia, Bangi, Selangor, Malaysia",iee_rob_be
IEEE Xplore,11196432,10.1109/ICAC65379.2025.11196432,Conferences,Retrofitting Legacy AGV with Low-Cost LIDAR and Industry 4.0 Technologies for Autonomous Navigation,Ryan Samson; Keng Goh; Kashyap Gopalbhai Dobaria; Alexandros Gkanatsios; Hongnian Yu,2025,"Industry 4.0 (I4.0) technologies are key enablers for upgrading both green-field and legacy manufacturing systems. This paper explores how mobile robotics can be retrofitted into an I4.0 environment, emphasising the use of low-cost sensors to modernise existing (Industry 3.0) equipment at Edinburgh Napier University. A real-plant case study shows that a modest hardware upgrade, comprising a depth camera, ultrasonic array, and on-board simultaneous localisation and mapping (SLAM) software, boosts a legacy robot’s autonomous-navigation performance: the platform traverses a cluttered shop-floor layout, avoids dynamic obstacles, and completes its mission without human intervention. Results confirm that inexpensive sensor suites can bridge the gap between Industry 3.0 and I4.0, delivering the flexibility, efficiency, and responsiveness demanded by contemporary manufacturing while preserving prior capital investment.",,1,2025 30th International Conference on Automation and Computing (ICAC),"School of Computing, Engineering and the Built Environment, Edinburgh Napier University",iee_rob_be
IEEE Xplore,8324589,10.1109/ROBIO.2017.8324589,Conferences,Pheromone combination effect on collective construction by object stacking agents inspired by termites,Kazuma Nakanishi; Yuichiro Sueoka; Koichi Osuka,2017,"This study considered collective buildings constructed by autonomous transporting agents with limited detection capacity for information from the environment. This work was motivated by termites, who build huge and complicated mounds. Their amazing achievements seem mysterious because they do not have the ability to know the state of construction and the position of other termites. Biological studies have shown that they build elaborate three-dimensional buildings under the effect of three types of pheromones: the queen pheromone secreted by the queen termite, cement pheromone infused in soil pellets, and trail pheromone deposited on a trace. Using appropriate pheromones during the construction process makes it possible to achieve collaborative tasks. Previous studies have shown that the agents which can sense the concentration of the pheromones are able to build a dome that is the shape of termite's royal chamber by using the queen pheromone as a template. We think, however, that the cement pheromone also affects the shape of royal chamber and the agents with poorer sensing ability are able to achieve collective construction by using appropriate pheromones. We derived an agent model by assuming that agents can sense the gradient and presence of pheromones in order to investigate building by agents with poor sensing ability. We conducted numerical simulations to investigate the role of pheromones in the building process. The simulation results indicated that the cement pheromone enhances the foundation of dome, whose position is firstly oriented by the queen pheromone, and suppresses scatter of building materials. We also found that there is an optimal number of agents to maximize the effect of the cement pheromone. Throughout the simulations eliminating the physical contact, this was caused by high density of agents nearby the source of queen pheromone.",,0,2017 IEEE International Conference on Robotics and Biomimetics (ROBIO),"Dept. of Mechanical Engineering, Osaka University, Suita, Osaka, JAPAN",iee_rob_be
IEEE Xplore,668331,10.1109/TDCLLM.1998.668331,Conferences,Development of the construction methods for distribution line materials using a robot system remotely controlled from the ground,Y. Andou; K. Hara; M. Mino; Y. Uno,1998,"The construction method for distribution line materials using a robot system is one of the techniques developed in order to increase the efficiency of the distribution line works. This method enables a simpler, safer and more highly efficient means of installing line materials and heavy devices on utility poles which is a major job for overhead construction. Features of the developed robot system are the winch arm with a parallel link structure which provides easy access to heavy devices on poles, the efficient visual support system which provides easy access to the manipulator tool, and the new system frame which facilitates tightening bolts by means of semi-automation. The robot system on the boom is teleoperated by one man in the operation unit on the ground. Based on field test results, the authors found that the developed method increases the overall efficiency and level of safety while reducing workers fatigue.",,1,"ESMO '98 - 1998 IEEE 8th International Conference on Transmission and Distribution Construction, Operation and Live-Line Maintenance Proceedings ESMO '98 Proceedings. ESMO 98 The Power is in Your Hand","Chubu Electric Power Company, Inc., Japan",iee_rob_be
